MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
181383,"ELL,45,PLA,6 IN,ALDYL A,#AF14-7,BUTT FUS","ELL,45,PLA,6 IN,ALDYL A,#AF14-7,BUTT FUS"
181443,"VALVE,BALL,1,2000#WP,SE,23-081,LANCE,FS","VALVE,BALL,1,2000#WP,SE,23-081,LANCE,FS"
181589,"VALVE,GATE,2,500#WP,WE SHORT,1WS5","VALVE,GATE,2,500#WP,WE SHORT,1WS5"
181785,"BOLT,MACH,7/8 X 5-1/2,ZINC,HHHD,W/HHN","BOLT,MACH,7/8 X 5-1/2,ZINC,HHHD,W/HHN"
251359,"VALVE,3/4"",HAMMOND #BA260","VALVE,3/4"",HAMMOND #BA260"
254849,"NIPPLE,SHAPED,STD,GRD. B,2"" OFF 20"" PIPE","NIPPLE,SHAPED,STD,GRD. B,2"" OFF 20"" PIPE"
255808,"VALVE,#441-57S-300,4"",STAINLESS TRIM","VALVE,#441-57S-300,4"",STAINLESS TRIM"
256784,"NIPPLE,1/8 X 1,BLK,3000#,BW,TBE","NIPPLE,1/8 X 1,BLK,3000#,BW,TBE"
256789,"NIPPLE,1/8 X 6,BLK,3000#,SC","NIPPLE,1/8 X 6,BLK,3000#,SC"
258436,"VALVE,CHECK,4"",600#,RFFE","VALVE,CHECK,4"",600#,RFFE"
259918,"PIPE,CT,8 5/8"" OD .322"" WT API5LX52","PIPE,CT,8 5/8"" OD .322"" WT API5LX52"
259966,"PIPE,4 1/2"" OD .237"" WT API5LX52,FBE","PIPE,4 1/2"" OD .237"" WT API5LX52,FBE"
259970,"PIPE,3 1/2"" OD .216"" WT API5LX42,BARE","PIPE,3 1/2"" OD .216"" WT API5LX42,BARE"
260412,"PIPE,4 1/2""OD.437WT API5LX60,FBE,DRL","PIPE,4 1/2""OD.437WT API5LX60,FBE,DRL"
262328,"VALVE,BALL,6"",ANSI 150,WE,FP,BALLOMAX","VALVE,BALL,6"",ANSI 150,WE,FP,BALLOMAX"
265232,"ELL,90,WELD,24,STD,LR,CS,Y52,COATED,SEG","ELL,90,WELD,24,STD,LR,CS,Y52,COATED,SEG"
281356,"PIPE,STL,X52,12,0.375WT,FBE","PIPE,STL,X52,12,0.375WT,FBE"
281364,"PIPE,STL,X65,12,0.375WT,FBE","PIPE,STL,X65,12,0.375WT,FBE"
281455,"PIPE,STL,SCH 40,3.5,0.226WT,YELLOW END","PIPE,STL,SCH 40,3.5,0.226WT,YELLOW END"
282527,"PIPE,NIPPLE,3/8XCLOSE,THD","PIPE,NIPPLE,3/8XCLOSE,THD"
282602,"NIPPLE,1 X 4-1/2,SC,BLK,STD","NIPPLE,1 X 4-1/2,SC,BLK,STD"
3403650,"PIPE,PLA,3/4,IPS,YELLOW,PE2306CEC,SDR11,","PIPE,PLA,3/4,IPS,YELLOW,PE2306CEC,SDR11,"
3403715,"PIPE,PLA,8,IPS,ORANGE,PE2306CEC,SDR11.5,","PIPE,PLA,8,IPS,ORANGE,PE2306CEC,SDR11.5,"
3403722,"PIPE,PLA,1-1/4,IPS,YELLOW,PE2406CEC,SDR","PIPE,PLA,1-1/4,IPS,YELLOW,PE2406CEC,SDR"
3403730,"PIPE,PLA,3/4,IPS,ORANGEPE2406CEC,SDR11,","PIPE,PLA,3/4,IPS,ORANGEPE2406CEC,SDR11,"
165031,"PIPE,24"" OD .500"" WT API5LX60,DSAW,PEB","PIPE,24"" OD .500"" WT API5LX60,DSAW,PEB"
165107,"PIPE,24"" OD .312"" WT API5LX60,DSAW,PEB,","PIPE,24"" OD .312"" WT API5LX60,DSAW,PEB,"
165177,"PIPE,BR,13"" OD .500"" WT API5L GR C","PIPE,BR,13"" OD .500"" WT API5L GR C"
165825,"FLANGE,RFWN, 4"",ANSI 400","FLANGE,RFWN, 4"",ANSI 400"
165849,"FLANGE,RFWN, 3"",ANSI 900,STD BORE","FLANGE,RFWN, 3"",ANSI 900,STD BORE"
165850,"FLANGE,RFWN, 6"",ANSI 900,STD BORE","FLANGE,RFWN, 6"",ANSI 900,STD BORE"
165930,"VALVE,BALL,1"" ANSI CLASS 2000#","VALVE,BALL,1"" ANSI CLASS 2000#"
168182,"PIPE,3/4"" NOM .154"" WT API5LA25,BW,PE","PIPE,3/4"" NOM .154"" WT API5LA25,BW,PE"
168267,"NIPPLE,1"" X 1 1/2"",XH,SMLS,STL","NIPPLE,1"" X 1 1/2"",XH,SMLS,STL"
168463,"FLANGE,RFWN, 2"",ANSI 150,STD BORE","FLANGE,RFWN, 2"",ANSI 150,STD BORE"
170146,"NIPPLE,1/4 X 2,BLK,STD,BW,TBE","NIPPLE,1/4 X 2,BLK,STD,BW,TBE"
170245,"NIPPLE,SWAGE,1 X 3/4,BLK,XH,SM,TBE","NIPPLE,SWAGE,1 X 3/4,BLK,XH,SM,TBE"
170418,"ELL,90,WELD,4,XH,LR","ELL,90,WELD,4,XH,LR"
171368,"ELL,90, PLA,1/2 CTS,YELLOW,SOCKET","ELL,90, PLA,1/2 CTS,YELLOW,SOCKET"
171679,"VALVE,PLUG,4,FE RF,2025,ROCKWELL,SHORT P","VALVE,PLUG,4,FE RF,2025,ROCKWELL,SHORT P"
178053,"NIPPLE,1"" X 5"",XH,SMLS,STL","NIPPLE,1"" X 5"",XH,SMLS,STL"
178472,"STUD,DISCHARGE PORT,1 1/8-8 X 3 1/2,CECO","STUD,DISCHARGE PORT,1 1/8-8 X 3 1/2,CECO"
179619,"PIPE,STL,BLK,8,.322W,ERW,28.55#/FT,X52","PIPE,STL,BLK,8,.322W,ERW,28.55#/FT,X52"
179780,"ELL,90,RED,1-1/2 X 1-1/4,GALV,STD,MI,THR","ELL,90,RED,1-1/2 X 1-1/4,GALV,STD,MI,THR"
179854,"NIPPLE,2 X 5,BLK,STD,BW,TBE","NIPPLE,2 X 5,BLK,STD,BW,TBE"
179989,"NIPPLE,1-1/4 X 8,GALV,STD,BW,TBE,SCH-40","NIPPLE,1-1/4 X 8,GALV,STD,BW,TBE,SCH-40"
181382,"ELL,45,PLA,4 IN,ALDYL A,#AF14-5,BUTT FUS","ELL,45,PLA,4 IN,ALDYL A,#AF14-5,BUTT FUS"
181880,"BOLT,SCREW,TAP,5/8 X 1-1/2,HHD,CS,CAD","BOLT,SCREW,TAP,5/8 X 1-1/2,HHD,CS,CAD"
229780,"PIPE,BR,16"" .375"" WT API5LX60,SMLS,PEB","PIPE,BR,16"" .375"" WT API5LX60,SMLS,PEB"
242861,"VALVE,NEEDLE,1/4F X 1/4F,6000#WP,SE,ANDE","VALVE,NEEDLE,1/4F X 1/4F,6000#WP,SE,ANDE"
243812,"VALVE,BALL,10,150A,WE,RP,10BMW285RP,BALL","VALVE,BALL,10,150A,WE,RP,10BMW285RP,BALL"
244536,"VALVE,CHECK,10,300#WP,FE,MUELLER","VALVE,CHECK,10,300#WP,FE,MUELLER"
245409,"VALVE,EXCESSFLOW,2X3/4,**DO NOT STK***","VALVE,EXCESSFLOW,2X3/4,**DO NOT STK***"
249212,"PIPE,42"", 438  WALL OD ,X70 PSL2,PE","PIPE,42"", 438  WALL OD ,X70 PSL2,PE"
253713,"VALVE,BALL,PLA,10 INCH,FOR YELLOW PIPE","VALVE,BALL,PLA,10 INCH,FOR YELLOW PIPE"
254126,"VALVE,BALL,6,300#RFFE FP(USED)","VALVE,BALL,6,300#RFFE FP(USED)"
254850,"NIPPLE,SHAPED,STD,GRD. B,2"" OFF 24"" PIPE","NIPPLE,SHAPED,STD,GRD. B,2"" OFF 24"" PIPE"
254865,"VALVE,BALL,16,300A,WE,FP,DELTA FIG 55","VALVE,BALL,16,300A,WE,FP,DELTA FIG 55"
256292,"NIPPLE,2"" X 4"",XXH,SMLS,SCW","NIPPLE,2"" X 4"",XXH,SMLS,SCW"
258421,"PIPE,8 5/8"" OD .250"" WT API5LX52,ERW,ARO","PIPE,8 5/8"" OD .250"" WT API5LX52,ERW,ARO"
259238,"PIPE,CT,2 3/8"" OD .218"" WT API5L,X42,ERW","PIPE,CT,2 3/8"" OD .218"" WT API5L,X42,ERW"
259633,"VALVE,BALL,4"",ANSI,150,RF,FP,SS,FLOATER","VALVE,BALL,4"",ANSI,150,RF,FP,SS,FLOATER"
259753,"PIPE,CT,6 5/8"" OD .280"" WT API5LX42,ERW,","PIPE,CT,6 5/8"" OD .280"" WT API5LX42,ERW,"
259810,"FLANGE,RFWN, 8"",ANSI 600,STD BORE .322","FLANGE,RFWN, 8"",ANSI 600,STD BORE .322"
259915,"VALVE,CHECK,8"",SWING,TYP,ANSI,600,","VALVE,CHECK,8"",SWING,TYP,ANSI,600,"
261326,"VALVE,BALL,6"",600,RFFE.CAMERON,","VALVE,BALL,6"",600,RFFE.CAMERON,"
261370,"VALVE,BALL,24,300A,WE,CAMERON","VALVE,BALL,24,300A,WE,CAMERON"
266347,"VALVE,FISHER,POP H202","VALVE,FISHER,POP H202"
282169,"VALVE,BALL,0.25,600WOG,THD","VALVE,BALL,0.25,600WOG,THD"
282198,"VALVE,BALL,3,FP,ANSI150,BW","VALVE,BALL,3,FP,ANSI150,BW"
282591,"PIPE,NIPPLE,1XCLOSE,XH,SMLS,THD","PIPE,NIPPLE,1XCLOSE,XH,SMLS,THD"
282661,"NIPPLE,1-1/2 X CLOSE,SC,BLK,STD","NIPPLE,1-1/2 X CLOSE,SC,BLK,STD"
282670,"PIPE,NIPPLE,1-1/2X7,THD","PIPE,NIPPLE,1-1/2X7,THD"
283832,"PIPE,NIPPLE,2X4,WELD","PIPE,NIPPLE,2X4,WELD"
3403745,"PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,"
3403775,"PIPE,PLA,1/2,IPS,PINKPE2406CDA,SDR9.3,A","PIPE,PLA,1/2,IPS,PINKPE2406CDA,SDR9.3,A"
3403779,"PIPE,PLA,1-1/4,IPS,PINK,PE2406CDA,SDR10,","PIPE,PLA,1-1/4,IPS,PINK,PE2406CDA,SDR10,"
165066,"PIPE,6 5/8"" OD .250"" WT API5LB/X42 ERW","PIPE,6 5/8"" OD .250"" WT API5LB/X42 ERW"
165352,"ELL,WLD,14"",45DEG,3R,.500WT,GR.B","ELL,WLD,14"",45DEG,3R,.500WT,GR.B"
165374,"ELL,WLD, 3"",90DEG,LR, XH,GR.B","ELL,WLD, 3"",90DEG,LR, XH,GR.B"
165776,"FLANGE,RF BLIND, 4"",ANSI 600","FLANGE,RF BLIND, 4"",ANSI 600"
165799,"FLANGE,RF SLIP-ON, 2"",ANSI 300","FLANGE,RF SLIP-ON, 2"",ANSI 300"
165809,"FLANGE,RFWN,2"",ANSI 150,XH BORE","FLANGE,RFWN,2"",ANSI 150,XH BORE"
166741,"BOLT,POWER CONNECTING ROD,W/NUT,#1W25798","BOLT,POWER CONNECTING ROD,W/NUT,#1W25798"
168184,"PIPE,1"" NOM .133"" WT A106B,SMLS,PEB","PIPE,1"" NOM .133"" WT A106B,SMLS,PEB"
168185,"PIPE,1"" OD .133"" WT API5LB,SMLS,PE","PIPE,1"" OD .133"" WT API5LB,SMLS,PE"
168208,"PIPE,20"" OD .375"" WT API5LX60,ERW,PE","PIPE,20"" OD .375"" WT API5LX60,ERW,PE"
168539,"ELL,MALE,SWAGELOK B-600-2-4 3/8""X1/4""","ELL,MALE,SWAGELOK B-600-2-4 3/8""X1/4"""
168560,"VALVE,BALL,WKM,1"" STEEL 2250# WOG,SCREW","VALVE,BALL,WKM,1"" STEEL 2250# WOG,SCREW"
168979,"VALVE,POPPET DISCHARGE,COOPER","VALVE,POPPET DISCHARGE,COOPER"
169356,"NIPPLE,CONDUIT 1"" X CLOSE","NIPPLE,CONDUIT 1"" X CLOSE"
177852,"PIPE,20"" OD .500"" WT API5LB,SMLS,PE,BARE","PIPE,20"" OD .500"" WT API5LB,SMLS,PE,BARE"
177857,"PIPE,22"" OD X .281"" STRUCTURAL GRADE","PIPE,22"" OD X .281"" STRUCTURAL GRADE"
178054,"NIPPLE,SWG,3"" X 2"",STD,SMLS,FS","NIPPLE,SWG,3"" X 2"",STD,SMLS,FS"
178194,"FLANGE,RFWN,10"",ANSI 600,XH BORE,9.750""","FLANGE,RFWN,10"",ANSI 600,XH BORE,9.750"""
178280,"VALVE,BALL,3"",RFFE,WKM,LEVER OPER.","VALVE,BALL,3"",RFFE,WKM,LEVER OPER."
178814,"VALVE,FALLING PRESS. 1672E2DB AMOT","VALVE,FALLING PRESS. 1672E2DB AMOT"
179717,"ELL,90,1,BLK,STD,MI,THRD","ELL,90,1,BLK,STD,MI,THRD"
179791,"ELL,90,3/4,FS 3000#,THRD","ELL,90,3/4,FS 3000#,THRD"
180026,"NIPPLE,3 X 24,GALV,STD,BW,TBE,SCH-40","NIPPLE,3 X 24,GALV,STD,BW,TBE,SCH-40"
181429,"VALVE,PLUG,3,500#WP,SE,524,ROCKWELL,MI","VALVE,PLUG,3,500#WP,SE,524,ROCKWELL,MI"
181469,"VALVE,PLUG,3,200#WP,D-126,STL,WRENCH","VALVE,PLUG,3,200#WP,D-126,STL,WRENCH"
181489,"VALVE,BALL,2,1000#WP,SE,FP,B138-CS-43-CS","VALVE,BALL,2,1000#WP,SE,FP,B138-CS-43-CS"
181609,"VALVE,GATE,4,500#WP,W X F,FP,1F5WL,KEROT","VALVE,GATE,4,500#WP,W X F,FP,1F5WL,KEROT"
181709,"VALVE,BALL,PLA,4,KEROTEST,POLYTEC,#17311","VALVE,BALL,PLA,4,KEROTEST,POLYTEC,#17311"
181758,"BOLT,MACH,1/2 X 2,BLK,HHHD,W/HHN","BOLT,MACH,1/2 X 2,BLK,HHHD,W/HHN"
241475,"PIPE,STL,FBC,4,.156W,ERW,10.78#/FT,GRB","PIPE,STL,FBC,4,.156W,ERW,10.78#/FT,GRB"
241850,"NIPPLE,SS,1/4X6,TBE,SCH80","NIPPLE,SS,1/4X6,TBE,SCH80"
241860,"VALVE,NEEDLE,SS,1/4MNPTX1/4FNPT,SWAGELOK","VALVE,NEEDLE,SS,1/4MNPTX1/4FNPT,SWAGELOK"
241983,"ELL,SS,3/8OD X 1/8MNPT","ELL,SS,3/8OD X 1/8MNPT"
243925,"VALVE,BALL,8,300A,WE,FP,DELTA TYPE 55","VALVE,BALL,8,300A,WE,FP,DELTA TYPE 55"
244534,"PIPE,STL,FBC,20,.312W,ERW,65.60#/FT,X52","PIPE,STL,FBC,20,.312W,ERW,65.60#/FT,X52"
244781,"BOLT,STUD,3/4 X 6-3/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 6-3/4,CAD,ALLOY,W/2 HHN"
245455,"PIPE,STL,CASING,4,.237,10.80#,PE,BARE","PIPE,STL,CASING,4,.237,10.80#,PE,BARE"
246912,"BOLT,STUD,5/8 X 4-3/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,5/8 X 4-3/4,CAD,ALLOY,W/2 HHN"
247196,"ELL,45,WELD,20,STD","ELL,45,WELD,20,STD"
248016,"PIPE,STL,CASING,3,.216W,7.58#FT","PIPE,STL,CASING,3,.216W,7.58#FT"
252621,"VALVE,EXCESS FLOW  2x1 CTS TAP TEE 1200","VALVE,EXCESS FLOW  2X1 CTS TAP TEE 1200"
253137,"PIPE,CT,8 5/8"" OD .500"" WT API5LX42/52","PIPE,CT,8 5/8"" OD .500"" WT API5LX42/52"
254412,"VALVE,SKINNER,SOLENOID","VALVE,SKINNER,SOLENOID"
256055,"PIPE,CT,3 1/2""OD .216"" WT API5LX42, ERW,","PIPE,CT,3 1/2""OD .216"" WT API5LX42, ERW,"
256280,"VALVE,BALL,2"",2 F-S03-SE, 3000#, FP,","VALVE,BALL,2"",2 F-S03-SE, 3000#, FP,"
256453,"VALVE,BALL,1"",1 F-F93-SE, 2500#","VALVE,BALL,1"",1 F-F93-SE, 2500#"
258203,"PIPE,20"" OD .375"" WT API5LX65,ERW,ARO","PIPE,20"" OD .375"" WT API5LX65,ERW,ARO"
258407,"PIPE,6 5/8"" OD .188"" WT API5LX52,ERW,","PIPE,6 5/8"" OD .188"" WT API5LX52,ERW,"
258414,"PIPE,4 1/2""OD.337WT API5LX52,ERW,ARO","PIPE,4 1/2""OD.337WT API5LX52,ERW,ARO"
259598,"VALVE,CHECK,4"",SWING,TYPEANSI,150,RF,CS,","VALVE,CHECK,4"",SWING,TYPEANSI,150,RF,CS,"
259624,"VALVE,BALL,6"",ANSI,600,RF,SS,TRIM,FP","VALVE,BALL,6"",ANSI,600,RF,SS,TRIM,FP"
259804," VALVE,BALL,10"" 600 RFFE, FP,KF V321199A"," VALVE,BALL,10"" 600 RFFE, FP,KF V321199A"
259964,"PIPE,6 5/8"" OD,.432 WT,API5L,SMLS,BARE","PIPE,6 5/8"" OD,.432 WT,API5L,SMLS,BARE"
260170,"FLANGE,WN,14"",RF,300#,CS,STD BORE","FLANGE,WN,14"",RF,300#,CS,STD BORE"
260291,"PIPE,4 1/2"" OD .237"" WT API5LX52,FBE","PIPE,4 1/2"" OD .237"" WT API5LX52,FBE"
260319,"FLANGE,RFWN BLIND,10"",ANSI 600","FLANGE,RFWN BLIND,10"",ANSI 600"
260618,"ELL,WELD,45,4"",XH,LR,CS,BW","ELL,WELD,45,4"",XH,LR,CS,BW"
261749,"VALVE,BALL,8,150#WP,FE RF,RP,BALON","VALVE,BALL,8,150#WP,FE RF,RP,BALON"
262219,"PIPE,PLA,12"",IPS,YELLOW,SDR 11.5","PIPE,PLA,12"",IPS,YELLOW,SDR 11.5"
262840,"ELL,WELD,45 DEGREE,10"",STD,3R,CS,BLK","ELL,WELD,45 DEGREE,10"",STD,3R,CS,BLK"
266896,"FLANGE,RFWN, 3"",ANSI 600,STD BORE,Y52","FLANGE,RFWN, 3"",ANSI 600,STD BORE,Y52"
267335,"BOLT,MACH,3/4 X 5, HHHD,W/HHN","BOLT,MACH,3/4 X 5, HHHD,W/HHN"
281265,"PIPE,PVC,8 IN,SCH 40,PE,SC D1785","PIPE,PVC,8 IN,SCH 40,PE,SC D1785"
281354,"PIPE,STL,X52,12,0.330WT,FBE","PIPE,STL,X52,12,0.330WT,FBE"
281381,"PIPE,STL,8,.322WT,HFW,X52M,FBE","PIPE,STL,8,.322WT,HFW,X52M,FBE"
282141,"VALVE,METER STOP,1,175 LB,FTHD","VALVE,METER STOP,1,175 LB,FTHD"
282222,"VALVE,BALL,6,FP,ANSI300,BW X FL","VALVE,BALL,6,FP,ANSI300,BW X FL"
282638,"NIPPLE,1 X 24,SC,BLK,STD","NIPPLE,1 X 24,SC,BLK,STD"
283331,"PIPE,NIPPLE,3/4 X 1/4,XH,SWAGE,THD","PIPE,NIPPLE,3/4 X 1/4,XH,SWAGE,THD"
283581,"PIPE,CONNECTOR,3/8X1/8,SS,COMPXMPT","PIPE,CONNECTOR,3/8X1/8,SS,COMPXMPT"
284213,"PIPE,INSULATOR,6,COATED,WELD","PIPE,INSULATOR,6,COATED,WELD"
3403756,"PIPE,PLA,1,CTS,ORANGE,PE2306CEC,SDR11.5,","PIPE,PLA,1,CTS,ORANGE,PE2306CEC,SDR11.5,"
4001674,"VALVE,ELECTRIC,         70315          ,","VALVE,ELECTRIC,         70315          ,"
165029,"PIPE,14"" OD 1.125"" WT API5LX52,SMLS,PEB","PIPE,14"" OD 1.125"" WT API5LX52,SMLS,PEB"
165155,"PIPE,BR,8 5/8"" OD .500"" WT API5LB,ERW,PE","PIPE,BR,8 5/8"" OD .500"" WT API5LB,ERW,PE"
165229,"ELL,2"",90DEG,STD,SCW,BLK,MI","ELL,2"",90DEG,STD,SCW,BLK,MI"
165348,"ELL,WLD,12"",45DEG,STD,LR,Y52","ELL,WLD,12"",45DEG,STD,LR,Y52"
165773,"FLANGE,BLIND,3"",ANSI 1500,RTJ","FLANGE,BLIND,3"",ANSI 1500,RTJ"
165960,"VALVE,CHECK,3"",150#,THIN PATTERN,WAFER","VALVE,CHECK,3"",150#,THIN PATTERN,WAFER"
170483,"NIPPLE,WELD,6 X 28-3/4","NIPPLE,WELD,6 X 28-3/4"
171681,"VALVE,PLUG,4,600A,WE,ROCKWELL","VALVE,PLUG,4,600A,WE,ROCKWELL"
177949,"PIPE,24"" OD .281"" WT API5LX60,DSAW,PE","PIPE,24"" OD .281"" WT API5LX60,DSAW,PE"
178048,"PIPE,12 3/4"" OD .375"" WT 49.56# API 5L","PIPE,12 3/4"" OD .375"" WT 49.56# API 5L"
178092,"NIPPLE,TEST,6""  DIAMETER,6"" LONG,.280 W","NIPPLE,TEST,6""  DIAMETER,6"" LONG,.280 W"
178281,"VALVE,BALL,3"",RFFE,CAMERON,GEAR OPER.","VALVE,BALL,3"",RFFE,CAMERON,GEAR OPER."
179485,"PIPE,LINE 10 3/4IN ALL WT JUNK","PIPE,LINE 10 3/4IN ALL WT JUNK"
179878,"NIPPLE,3/8 X CLOSE,BLK,XH,SMLS,TBE,SCH-8","NIPPLE,3/8 X CLOSE,BLK,XH,SMLS,TBE,SCH-8"
179900,"NIPPLE,1-1/4 X 6,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1-1/4 X 6,BLK,XH,SMLS,TBE,SCH-80"
179962,"NIPPLE,3/4 X 8,GALV,STD,BW,TBE,SCH-40","NIPPLE,3/4 X 8,GALV,STD,BW,TBE,SCH-40"
180282,"ELL,45,WELD,4,STD,LR","ELL,45,WELD,4,STD,LR"
180518,"FLANGE,WN,12,RF,300A,STL,STD BORE","FLANGE,WN,12,RF,300A,STL,STD BORE"
180901,"NIPPLE,STOPPER,3X3,QUALI-TECH,#4700040,W","NIPPLE,STOPPER,3X3,QUALI-TECH,#4700040,W"
181381,"ELL,90,PLA,6,ALDYL A,#AF15-9,BUTT FUSION","ELL,90,PLA,6,ALDYL A,#AF15-9,BUTT FUSION"
181461,"VALVE,PLUG,2,175#,SE,KEROTEST P2-200","VALVE,PLUG,2,175#,SE,KEROTEST P2-200"
181485,"VALVE,PLUG,2,800#WP,FE,825,ROCKWELL,STL","VALVE,PLUG,2,800#WP,FE,825,ROCKWELL,STL"
181504,"VALVE,BALL,2,600A,FE RF,RP,2R-F63,BALON","VALVE,BALL,2,600A,FE RF,RP,2R-F63,BALON"
181603,"VALVE,GATE,2,300#,WE,LONG,FP,1WS7,KEROT","VALVE,GATE,2,300#,WE,LONG,FP,1WS7,KEROT"
181787,"BOLT,MACH,3/4 X 5-1/2,BLK,HHHD,W/HHN","BOLT,MACH,3/4 X 5-1/2,BLK,HHHD,W/HHN"
181830,"BOLT,STUD,3/4X4-1/2,BLK,ALY,W/2HHN,A193","BOLT,STUD,3/4X4-1/2,BLK,ALY,W/2HHN,A193"
229074,"PIPE,PLA,2-12"",IPS,PVC","PIPE,PLA,2-12"",IPS,PVC"
231372,"PIPE,PLA,2,IPS,RINKER,PE-2406,250' COIL","PIPE,PLA,2,IPS,RINKER,PE-2406,250' COIL"
240208,"VALVE, MINI STRAIGHT STYLE","VALVE, MINI STRAIGHT STYLE"
241397,"VALVE,FLOWGRID,2,DUAL-PORT,300#,MOONEY","VALVE,FLOWGRID,2,DUAL-PORT,300#,MOONEY"
245414,"PIPE,STL,POWERCRETE,4,.188W,ERW,8.67#/FT","PIPE,STL,POWERCRETE,4,.188W,ERW,8.67#/FT"
248277,"NIPPLE,WELD,2 X 30-1/2,BEVEL BOTH ENDS","NIPPLE,WELD,2 X 30-1/2,BEVEL BOTH ENDS"
252685,"PIPE,36"".625 WT API5L X-70,ERW,  FBE","PIPE,36"".625 WT API5L X-70,ERW,  FBE"
253917,"PIPE,6 5/8"" OD .280"" WT API5LX52,ERW,PEB","PIPE,6 5/8"" OD .280"" WT API5LX52,ERW,PEB"
255682,"PIPE,CT,12 3/4"" OD .375"" WT API5LB,SMLS,","PIPE,CT,12 3/4"" OD .375"" WT API5LB,SMLS,"
256299,"VALVE,BALL,3,750A,FE SE,FP,3R-S32-SE,BAL","VALVE,BALL,3,750A,FE SE,FP,3R-S32-SE,BAL"
256339,"BOLT,STUD,5/8"" X 6"",B-7,W/2-2H HEX","BOLT,STUD,5/8"" X 6"",B-7,W/2-2H HEX"
256347,"ELL,WLD, 8"",45DEG,LR,STD,GR.B, SEGMENT","ELL,WLD, 8"",45DEG,LR,STD,GR.B, SEGMENT"
258438,"VALVE,DISCHARGE, 134CGS","VALVE,DISCHARGE, 134CGS"
259660,"ELL,WLD, 8"",45DEG,3R,.322WT,GR.B,WPHY-42","ELL,WLD, 8"",45DEG,3R,.322WT,GR.B,WPHY-42"
259996,"ELL,WLD,10"",90DEG,LR,STD,GR.B,Butt Weld","ELL,WLD,10"",90DEG,LR,STD,GR.B,BUTT WELD"
260032,"ELL,WLD, 2"",90DEG,LR,.218WT,Y52","ELL,WLD, 2"",90DEG,LR,.218WT,Y52"
264221,"PIPE,STL,BLK,4,.337 WALL,SCH.8, X-52","PIPE,STL,BLK,4,.337 WALL,SCH.8, X-52"
264605,"VALVE,BALL,8,600#FE RF,RP,8R-F63N-RF","VALVE,BALL,8,600#FE RF,RP,8R-F63N-RF"
282215,"VALVE,BALL,6,RP,ANSI150,BW X FL","VALVE,BALL,6,RP,ANSI150,BW X FL"
282457,"ELBOW,90D,STL,1/2X3/8,RED,THD","ELBOW,90D,STL,1/2X3/8,RED,THD"
282500,"PIPE,NIPPLE,1/8X3,XH,SMLS,THD","PIPE,NIPPLE,1/8X3,XH,SMLS,THD"
282573,"PIPE,NIPPLE,3/4X7,THD","PIPE,NIPPLE,3/4X7,THD"
283686,"ELBOW,90D,PLA,1.25,PERMASERT","ELBOW,90D,PLA,1.25,PERMASERT"
284005,"PIPE,STOPPER,2,1440 MAOP,WELD","PIPE,STOPPER,2,1440 MAOP,WELD"
293031,"ELL,45,WELD,16,STD,3R,CS,Y65,FBE,SEG","ELL,45,WELD,16,STD,3R,CS,Y65,FBE,SEG"
3403649,"PIPE,PLA,1/2,IPS,YELLOW,PE2306CEC,SDR9.3","PIPE,PLA,1/2,IPS,YELLOW,PE2306CEC,SDR9.3"
3403790,"PIPE,PLA,2,IPS,PINK,PE2306CDA,SDR11,ALD","PIPE,PLA,2,IPS,PINK,PE2306CDA,SDR11,ALD"
9004223,"VALVE,PCV,2-9210,FV184,","VALVE,PCV,2-9210,FV184,"
165117,"PIPE,CT,1"" NOM .179"" WT A106B,SMLS,PE,","PIPE,CT,1"" NOM .179"" WT A106B,SMLS,PE,"
165323,"ELL,SOCKET WELD,2"" 90DEG 3000# FS","ELL,SOCKET WELD,2"" 90DEG 3000# FS"
165852,"FLANGE,RTJWN,12"",ANSI 900,FS,11.750 BORE","FLANGE,RTJWN,12"",ANSI 900,FS,11.750 BORE"
168368,"ELL,WLD,20"",90DEG,LR,.375WT,Y60","ELL,WLD,20"",90DEG,LR,.375WT,Y60"
168467,"FLANGE,RFWN,10"",ANSI 150,STD BORE","FLANGE,RFWN,10"",ANSI 150,STD BORE"
168615,"VALVE,BALL,16"",RFFE,ANSI 600#,GEAR OPERA","VALVE,BALL,16"",RFFE,ANSI 600#,GEAR OPERA"
168636,"VALVE,CHECK,6"",600#,RFFE,JUDD 6-22F14,","VALVE,CHECK,6"",600#,RFFE,JUDD 6-22F14,"
169958,"PIPE,STL,BARE,2,.218W,SMLS,3.65#/FT,A53","PIPE,STL,BARE,2,.218W,SMLS,3.65#/FT,A53"
169975,"PIPE,STL,BLK,3/4,.113W,CW,1.13#/FT,A25","PIPE,STL,BLK,3/4,.113W,CW,1.13#/FT,A25"
170394,"ELL,90,WELD,SOCKET,1,FS 3000#","ELL,90,WELD,SOCKET,1,FS 3000#"
171363,"ELBOW,PLASTIC,4"",90 DEGREE,PE3408,BLACK","ELBOW,PLASTIC,4"",90 DEGREE,PE3408,BLACK"
