MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
168628,"VALVE,CHECK,3"",ANSI 600","VALVE,CHECK,3"",ANSI 600"
177858,"PIPE,22"" OD .500 WT API5LX60,ERW,PE BARE","PIPE,22"" OD .500 WT API5LX60,ERW,PE BARE"
179719,"ELL,90,1-1/2,BLK,STD,MI,THRD","ELL,90,1-1/2,BLK,STD,MI,THRD"
179915,"NIPPLE,1-1/4 X 6,BLK,XH,SMLS,TOE,SCH-80","NIPPLE,1-1/4 X 6,BLK,XH,SMLS,TOE,SCH-80"
179964,"NIPPLE,3/4 X 12,GALV,STD,BW,TBE,SCH-40","NIPPLE,3/4 X 12,GALV,STD,BW,TBE,SCH-40"
180045,"NIPPLE,SWAGE,1/2 X 3/8,XH,TBE,ELECTROPLA","NIPPLE,SWAGE,1/2 X 3/8,XH,TBE,ELECTROPLA"
180463,"FLANGE,SO,8,RF,150A,STL,STD BORE","FLANGE,SO,8,RF,150A,STL,STD BORE"
180488,"FLANGE,THRD,RED,2 X 1,RF,600A,CS,STD BOR","FLANGE,THRD,RED,2 X 1,RF,600A,CS,STD BOR"
181484,"VALVE,PLUG,1,720#WP,SHF,20,ROCKWELL,STL","VALVE,PLUG,1,720#WP,SHF,20,ROCKWELL,STL"
181499,"VALVE,BALL,2,150A,W X F,FP,2BMWF285FP,BA","VALVE,BALL,2,150A,W X F,FP,2BMWF285FP,BA"
181759,"BOLT,MACH,1/2X2-1/4,BLK,HHHD,W/HHN,B307","BOLT,MACH,1/2X2-1/4,BLK,HHHD,W/HHN,B307"
181859,"BOLT,STUD,5/8 X 3-3/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,5/8 X 3-3/4,CAD,ALLOY,W/2 HHN"
227936,"ELL,90,WELD,16,XH,LR,Y-52","ELL,90,WELD,16,XH,LR,Y-52"
229151,"VALVE,GATE,1,800#WP,SE,HL-11-T,BONNEY,FS","VALVE,GATE,1,800#WP,SE,HL-11-T,BONNEY,FS"
244637,"ELL,90,WELD,10,STD,Y52,LR","ELL,90,WELD,10,STD,Y52,LR"
244651,"NIPPLE,3 X 3,BLK,BW,TOE,STD","NIPPLE,3 X 3,BLK,BW,TOE,STD"
244760,"PIPE,SUPPORT,20,EZ LINE","PIPE,SUPPORT,20,EZ LINE"
247307,"PIPE,STL,FBC,8,.322W,28.55#/FT,X52","PIPE,STL,FBC,8,.322W,28.55#/FT,X52"
252934,"ELL,SOCKET WELD,3/4"",3000#,FS SW 90 DEG","ELL,SOCKET WELD,3/4"",3000#,FS SW 90 DEG"
255340,"VALVE,BALL,2,1500#WP,WITH LOCKING DEVICE","VALVE,BALL,2,1500#WP,WITH LOCKING DEVICE"
255864,"VALVE,BALL,6"" 600 RFFE,W.BETTIS ACTUATOR","VALVE,BALL,6"" 600 RFFE,W.BETTIS ACTUATOR"
257713,"ELL,WLD, 4"",45DEG,LR,STD,GR.B","ELL,WLD, 4"",45DEG,LR,STD,GR.B"
259132,"FLANGE,FITTING-END,6""STAINLESS STEEL2067","FLANGE,FITTING-END,6""STAINLESS STEEL2067"
260333,"PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE","PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE"
267974,"BOLT,STUD,7/8X7,TEFLON COATED","BOLT,STUD,7/8X7,TEFLON COATED"
270268,"ELL,90,WELD,4,STD,LR,A234,Y-52,GAL","ELL,90,WELD,4,STD,LR,A234,Y-52,GAL"
270560,"ELL,WLD,16"",90DEG,LR,.375WT,Y52","ELL,WLD,16"",90DEG,LR,.375WT,Y52"
281423,"PIPE,STL,8,.188WT,ERW,X52,FBE2","PIPE,STL,8,.188WT,ERW,X52,FBE2"
281857,"VALVE,PULSER, F/8C-11M,CONDUIT CONNECT","VALVE,PULSER, F/8C-11M,CONDUIT CONNECT"
282125,"VALVE,METER STOP,2,F/PLA,COMP","VALVE,METER STOP,2,F/PLA,COMP"
282286,"VALVE, RELIEF: 2"" X 3"", FE","VALVE, RELIEF: 2"" X 3"", FE"
282456,"ELBOW,90D,STL,0.375,THD","ELBOW,90D,STL,0.375,THD"
282516,"PIPE,NIPPLE,1/4X4,XH,THD","PIPE,NIPPLE,1/4X4,XH,THD"
283679,"ELBOW,90D,STL,1.25,STREET,COMP/THD,SDR10","ELBOW,90D,STL,1.25,STREET,COMP/THD,SDR10"
283748,"ELBOW,45D,STL,12,XH,BW","ELBOW,45D,STL,12,XH,BW"
4001600,"VALVE,RELIEF,F/AY36/48/615691-392      ,","VALVE,RELIEF,F/AY36/48/615691-392      ,"
165020,"PIPE,10 3/4"" OD .625""WT API5LX60,SMLS,PE","PIPE,10 3/4"" OD .625""WT API5LX60,SMLS,PE"
165141,"PIPE,CT,6 5/8"" OD .188"" WT API5LX42,ERW,","PIPE,CT,6 5/8"" OD .188"" WT API5LX42,ERW,"
165175,"PIPE,CT,12 3/4"" OD .375""WT,API5LX42,SMLS","PIPE,CT,12 3/4"" OD .375""WT,API5LX42,SMLS"
165220,"PIPE,CT,42"" OD .469"" OD API5LX65,DSAW,PE","PIPE,CT,42"" OD .469"" OD API5LX65,DSAW,PE"
165378,"ELL,WLD,6"",90DEG,LR,XH,GR B .432"" WT","ELL,WLD,6"",90DEG,LR,XH,GR B .432"" WT"
165855,"FLANGE,RTJWN,4"",ANSI 1500,FS","FLANGE,RTJWN,4"",ANSI 1500,FS"
165966,"VALVE,CHECK,12"",900#,RFFE,WHEATLEY,FIG5,","VALVE,CHECK,12"",900#,RFFE,WHEATLEY,FIG5,"
168187,"PIPE,2 3/8"" OD .154"" WT API5LA25,ERW,PE","PIPE,2 3/8"" OD .154"" WT API5LA25,ERW,PE"
168461,"FLANGE,THREADED,2"",ANSI 150,RF","FLANGE,THREADED,2"",ANSI 150,RF"
168634,"VALVE,CHECK,6"",150#,RFFE,SWING TYPE","VALVE,CHECK,6"",150#,RFFE,SWING TYPE"
170421,"ELL,90,WELD,4,LR,.312W (NOT STD)","ELL,90,WELD,4,LR,.312W (NOT STD)"
170468,"NIPPLE,WELD,4 X 6","NIPPLE,WELD,4 X 6"
171586,"VALVE,BALL,PLASTIC,3,ROCKWELL","VALVE,BALL,PLASTIC,3,ROCKWELL"
177926,"PIPE,18"" OD .500"" WT API5LX52,ERW,PEB","PIPE,18"" OD .500"" WT API5LX52,ERW,PEB"
178072,"ELL,SOCKET WELD,1/2"" 90DEG 3000# FS","ELL,SOCKET WELD,1/2"" 90DEG 3000# FS"
178320,"BOLT,STUD,1"" X 7 3/4"",W/2H HEX NUTS","BOLT,STUD,1"" X 7 3/4"",W/2H HEX NUTS"
178478,"VALVE,STARTING AIR CHECK","VALVE,STARTING AIR CHECK"
179625,"PIPE,STL,FBC,14,.375W,ERW,54.57#/FT,X42","PIPE,STL,FBC,14,.375W,ERW,54.57#/FT,X42"
179731,"ELL,90,1-1/2,GALV,STD,MI,THRD","ELL,90,1-1/2,GALV,STD,MI,THRD"
179870,"NIPPLE,1/4 X 2,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1/4 X 2,BLK,XH,SMLS,TBE,SCH-80"
180041,"NIPPLE,1 X 12,GALV,XH,BW,TBE","NIPPLE,1 X 12,GALV,XH,BW,TBE"
180473,"FLANGE,SO,2,RF,600A,STL","FLANGE,SO,2,RF,600A,STL"
180898,"NIPPLE,STOPPER,3/4X1,QUALI-TECH,#QT-4700","NIPPLE,STOPPER,3/4X1,QUALI-TECH,#QT-4700"
181493,"VALVE,PLUG,4,1440#WP,FE,22,ROCKWELL,CS","VALVE,PLUG,4,1440#WP,FE,22,ROCKWELL,CS"
181612,"VALVE,GLOBE,1/2,TA7034P,REGO,GLOBE","VALVE,GLOBE,1/2,TA7034P,REGO,GLOBE"
181634,"VALVE,RLF,2X2,250#,BR,  SC,CRANE-2651","VALVE,RLF,2X2,250#,BR,  SC,CRANE-2651"
181653,"VALVE,RELIEF,CROSBY,JPV-15,6R8,ANSI,150,","VALVE,RELIEF,CROSBY,JPV-15,6R8,ANSI,150,"
181725,"VALVE,LOCKING DEVICE,KEROTEST,6""-8""","VALVE,LOCKING DEVICE,KEROTEST,6""-8"""
231350,"BOLT,MACH,5/8 X 4-1/4,ZINC,HHHD,W/HHN","BOLT,MACH,5/8 X 4-1/4,ZINC,HHHD,W/HHN"
248259,"NIPPLE,2 X 10,BLK,XH,SMLS,TOE,SCH-80","NIPPLE,2 X 10,BLK,XH,SMLS,TOE,SCH-80"
249991,"PIPE,8 5/8""OD .219"" WT API5LX42/52,ERW","PIPE,8 5/8""OD .219"" WT API5LX42/52,ERW"
250095," Valve, KF Industries 8"" class 600"," VALVE, KF INDUSTRIES 8"" CLASS 600"
251356,"VALVE,1/4"",HAMMOND #BA260","VALVE,1/4"",HAMMOND #BA260"
254698,"ELL,WLD,16"",45DEG,LR,.500WT,Y52","ELL,WLD,16"",45DEG,LR,.500WT,Y52"
258356,"PIPE,12 3/4"" OD .250"" WT API5LX52,ERW,PE","PIPE,12 3/4"" OD .250"" WT API5LX52,ERW,PE"
259188,"PIPE,STL,FBC,6,.432W,SEAMLESS,GRB,,X42","PIPE,STL,FBC,6,.432W,SEAMLESS,GRB,,X42"
260330,"PIPE,12 3/4"" .375"" WT API5LX52,ERW,FBE","PIPE,12 3/4"" .375"" WT API5LX52,ERW,FBE"
261455,"VALVE,BUTTERFLY,8"",ZZ69-1-2F","VALVE,BUTTERFLY,8"",ZZ69-1-2F"
281456,"PIPE,STL,6,.280WT,ERW,X42,SRL","PIPE,STL,6,.280WT,ERW,X42,SRL"
282162,"VALVE,BALL,4,RP,ANSI300,BW","VALVE,BALL,4,RP,ANSI300,BW"
282163,"VALVE,BALL,4,RP,ANSI300,BW X FL","VALVE,BALL,4,RP,ANSI300,BW X FL"
282257,"VALVE,PLUG,6,BW,600LB","VALVE,PLUG,6,BW,600LB"
282497,"NIPPLE,1/8 X 2,SC,BLK,STD","NIPPLE,1/8 X 2,SC,BLK,STD"
283304,"PIPE,NIPPLE,2X12,THD X BE","PIPE,NIPPLE,2X12,THD X BE"
283305,"NIPPLE,2 X 14,SC,BLK,STD","NIPPLE,2 X 14,SC,BLK,STD"
283742,"ELBOW,90D,STL,8,BW","ELBOW,90D,STL,8,BW"
293299,"VALVE,BOX,VALVE SUPPORT,1/2–1-1/4”POLYVA","VALVE,BOX,VALVE SUPPORT,1/2–1-1/4”POLYVA"
3400279,"VALVE,BALL,8,300#,RF,FE,WKM,#370","VALVE,BALL,8,300#,RF,FE,WKM,#370"
3403658,"PIPE,PLA,8,IPS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,8,IPS,YELLOW,PE2306CEC,SDR11.5,"
3403762,"PIPE,PLA,6,IPS,ORANGE,PE2306CEC,SDR11.5,","PIPE,PLA,6,IPS,ORANGE,PE2306CEC,SDR11.5,"
165019,"PIPE,10 3/4"" OD .365"" WT A53B,SMLS,PEB","PIPE,10 3/4"" OD .365"" WT A53B,SMLS,PEB"
165084,"PIPE,10 3/4"" OD .365"" WT API5LX42,ERW,","PIPE,10 3/4"" OD .365"" WT API5LX42,ERW,"
165242,"NIPPLE,1/2"" X CLOSE,XH,SMLS,SCW(MXM)","NIPPLE,1/2"" X CLOSE,XH,SMLS,SCW(MXM)"
165377,"ELL,WLD, 4"",90DEG,LR, XH,GR.B","ELL,WLD, 4"",90DEG,LR, XH,GR.B"
165802,"FLANGE,RF SLIP-ON,12"",ANSI 600","FLANGE,RF SLIP-ON,12"",ANSI 600"
165997,"VALVE,SOLENOID,1/4"" 3-WAY,ASCO","VALVE,SOLENOID,1/4"" 3-WAY,ASCO"
168352,"ELL,WLD,2"",90DEG,SR,STD,GR.B","ELL,WLD,2"",90DEG,SR,STD,GR.B"
168472,"FLANGE,RFWN,20"",ANSI 300,FS,STD BORE","FLANGE,RFWN,20"",ANSI 300,FS,STD BORE"
168632,"VALVE,CHECK,4"",600#,1440#WOG,WHEATLEY","VALVE,CHECK,4"",600#,1440#WOG,WHEATLEY"
170166,"NIPPLE,1/2 X 8,BLK,STD,BW,TBE","NIPPLE,1/2 X 8,BLK,STD,BW,TBE"
170264,"NIPPLE,1/2 X 2-1/2,BLK,XH","NIPPLE,1/2 X 2-1/2,BLK,XH"
171806,"BOLT,MACHINE,3/4 X 3 3/4","BOLT,MACHINE,3/4 X 3 3/4"
177875,"PIPE,8 5/8"" OD .312"" WT API5LB,SMLS,PE","PIPE,8 5/8"" OD .312"" WT API5LB,SMLS,PE"
177916,"PIPE,16"" OD .500"" WT API5LB,DSAW,PEB","PIPE,16"" OD .500"" WT API5LB,DSAW,PEB"
179553,"PIPE,STL,GALV,12,.250W,ERW,33.40#/FT,X42","PIPE,STL,GALV,12,.250W,ERW,33.40#/FT,X42"
179622,"PIPE,STL,FBC,12,.250W,ERW,33.41#/FT,X42","PIPE,STL,FBC,12,.250W,ERW,33.41#/FT,X42"
179751,"ELL,90,STREET,2-1/2,BLK,STD,MI,THRD","ELL,90,STREET,2-1/2,BLK,STD,MI,THRD"
179767,"ELL,90,RED,2 X 1-1/4,BLK,STD,MI,THRD","ELL,90,RED,2 X 1-1/4,BLK,STD,MI,THRD"
180019,"NIPPLE,3 X 3,GALV,STD,BW,TBE,SCH-40","NIPPLE,3 X 3,GALV,STD,BW,TBE,SCH-40"
180293,"ELL,90,WELD,1-1/4,STD,LR","ELL,90,WELD,1-1/4,STD,LR"
180294,"ELL,90,WELD,1-1/2,BLK,STD,LR,CS,BW","ELL,90,WELD,1-1/2,BLK,STD,LR,CS,BW"
181757,"BOLT,MACH,1/2 X 1-3/4,BLK,HHHD,W/HHN","BOLT,MACH,1/2 X 1-3/4,BLK,HHHD,W/HHN"
229450,"BOLT,STUD,5/8X3,CAD,ALYW/2HHN,A193","BOLT,STUD,5/8X3,CAD,ALYW/2HHN,A193"
241990,"PIPE,STL,DUALCOAT,6,.188W,ERW,X52","PIPE,STL,DUALCOAT,6,.188W,ERW,X52"
243573,"BOLT,STUD,5/8 X6,CAD,ALLOY,W/2 HHN","BOLT,STUD,5/8 X6,CAD,ALLOY,W/2 HHN"
243844,"PIPE,STL,BLK,12,.375W,ERW,49.56#/FT,X42","PIPE,STL,BLK,12,.375W,ERW,49.56#/FT,X42"
244638,"ELL,45,WELD,10,STD,Y52,LR","ELL,45,WELD,10,STD,Y52,LR"
244997,"VALVE,CHECK,4,300A,FE RF,4F-C33S-RF,BALO","VALVE,CHECK,4,300A,FE RF,4F-C33S-RF,BALO"
245412,"VALVE,BALL,20,150 ANSI,WE,BALLOMAX","VALVE,BALL,20,150 ANSI,WE,BALLOMAX"
246531,"ELL,WLD,4x 2"",90DEG,LR,WPB,Y-53,500#,STD","ELL,WLD,4X 2"",90DEG,LR,WPB,Y-53,500#,STD"
250231,"PIPE,CT,2 3/8""OD .218"" WT  S80 SML PIPE","PIPE,CT,2 3/8""OD .218"" WT  S80 SML PIPE"
254699,"ELL,WLD,16"",90DEG,3R,.375WT,Y52","ELL,WLD,16"",90DEG,3R,.375WT,Y52"
255738,"PIPE,2 3/8""OD.154"" WT ERW,WPB CNP-200,PE","PIPE,2 3/8""OD.154"" WT ERW,WPB CNP-200,PE"
255823,"ELL,45,WELD,6,XH,LR","ELL,45,WELD,6,XH,LR"
256340,"BOLT,STUD,5/8"" X 6 1/2"",B-7,W/2-2H HEX","BOLT,STUD,5/8"" X 6 1/2"",B-7,W/2-2H HEX"
256433,"PIPE,1"" NOM .218"" WT ,SMLS,DRL,FBE","PIPE,1"" NOM .218"" WT ,SMLS,DRL,FBE"
257230,"VALVE,BALL,4,600A,FE RF,FP,4F-F63-RF,BAL","VALVE,BALL,4,600A,FE RF,FP,4F-F63-RF,BAL"
259659,"FLANGE,RF BLIND,30"",ANSI 600","FLANGE,RF BLIND,30"",ANSI 600"
260094,"PIPE,CT,20"" OD .375"" WT API5LX60,FBE","PIPE,CT,20"" OD .375"" WT API5LX60,FBE"
260430,"PIPE,4 1/2"" OD .237"" WT API5LX52,ERW,FBE","PIPE,4 1/2"" OD .237"" WT API5LX52,ERW,FBE"
260649,"ELL,WLD, 4"",90DEG,LR,STD,GR.B WT-.237","ELL,WLD, 4"",90DEG,LR,STD,GR.B WT-.237"
261319,"ELL,WLD, 8"",45DEG,LR,STD,GR.B","ELL,WLD, 8"",45DEG,LR,STD,GR.B"
265347,"ELL,90,WELD,20,STD,LR,CS,Y52,COATED,SEG","ELL,90,WELD,20,STD,LR,CS,Y52,COATED,SEG"
281307,"PIPE,STL,4,.237WT,HFW,X52M,FBE-PC","PIPE,STL,4,.237WT,HFW,X52M,FBE-PC"
282209,"VALVE,BALL,4,RP,ANSI150,BW X FL,KERO","VALVE,BALL,4,RP,ANSI150,BW X FL,KERO"
282261,"VALVE,RELIEF,0.75,HP, SET AT 220,MPT","VALVE,RELIEF,0.75,HP, SET AT 220,MPT"
282546,"PIPE,NIPPLE,1/2X5,THD","PIPE,NIPPLE,1/2X5,THD"
282624,"PIPE,NIPPLE,1X12,XH,SMLS,THD","PIPE,NIPPLE,1X12,XH,SMLS,THD"
283715,"ELBOW,90D,STL,3X2,RED,BW","ELBOW,90D,STL,3X2,RED,BW"
300173,"VALVE,BALON.12INCH,ANSI600,WXW,TRUN","VALVE,BALON.12INCH,ANSI600,WXW,TRUN"
3403796,"PIPE,PLA,3/4,IPS,GREENPE2306CDA,SDR11,A","PIPE,PLA,3/4,IPS,GREENPE2306CDA,SDR11,A"
9003704,"VALVE,FV178,P.C.V.","VALVE,FV178,P.C.V."
165003,"PIPE,2 3/8"" OD .218"" WT A53B,SMLS,PEB","PIPE,2 3/8"" OD .218"" WT A53B,SMLS,PEB"
165013,"PIPE,6 5/8"" OD,.280"" WT,API5LX42,ERW,PE","PIPE,6 5/8"" OD,.280"" WT,API5LX42,ERW,PE"
165033,"PIPE,2 3/8"" OD .125"" WT API5LB,ERW,PE","PIPE,2 3/8"" OD .125"" WT API5LB,ERW,PE"
165062,"PIPE,4 1/2"" OD .337"" WT API5LB,SMLS,PEB","PIPE,4 1/2"" OD .337"" WT API5LB,SMLS,PEB"
165075,"PIPE,8 5/8"" OD .322"" WT API5LB,ERW,PEB,","PIPE,8 5/8"" OD .322"" WT API5LB,ERW,PEB,"
165371,"ELL,WLD, 2"",90DEG,LR, XH,GR.B","ELL,WLD, 2"",90DEG,LR, XH,GR.B"
168190,"PIPE,2 3/8"" OD .154"" WT A106B,SMLS,PE","PIPE,2 3/8"" OD .154"" WT A106B,SMLS,PE"
168212,"PIPE,ROAD CASING,16"" OD,.312"" WT,52.27#","PIPE,ROAD CASING,16"" OD,.312"" WT,52.27#"
168651,"VALVE,PLUG 12""ROCKWELL FIG 4249,ANSI 300","VALVE,PLUG 12""ROCKWELL FIG 4249,ANSI 300"
170012,"PIPE,STL,FBC,12,.188W,ERW,25.22#/FT,X42","PIPE,STL,FBC,12,.188W,ERW,25.22#/FT,X42"
177874,"PIPE,8 5/8"" OD .250 WT API5LB,SMLS,PE","PIPE,8 5/8"" OD .250 WT API5LB,SMLS,PE"
178087,"ELL,WLD,22"",90DEG,3R,.250WT,Y60","ELL,WLD,22"",90DEG,3R,.250WT,Y60"
178276,"VALVE,BALL,2"",RFFE,ORBIT FIG. 1223BB,","VALVE,BALL,2"",RFFE,ORBIT FIG. 1223BB,"
179531,"PIPE,STL,FBC,1,.179W,ERW,2.17#/FT,A53","PIPE,STL,FBC,1,.179W,ERW,2.17#/FT,A53"
179611,"PIPE,STL,FBC,8,.188W,ERW,16.94#/FT,X42","PIPE,STL,FBC,8,.188W,ERW,16.94#/FT,X42"
179783,"ELL,90,RED,2 X 1-1/2,GALV,STD,MI,THRD","ELL,90,RED,2 X 1-1/2,GALV,STD,MI,THRD"
179860,"NIPPLE,3 X 4,BLK,STD,BW,TBE","NIPPLE,3 X 4,BLK,STD,BW,TBE"
179957,"NIPPLE,3/4 X 2,GALV,STD,BW,TBE,SCH-40","NIPPLE,3/4 X 2,GALV,STD,BW,TBE,SCH-40"
180039,"NIPPLE,1 X 8,GALV,XH,SMLS,TBE,SCH-80","NIPPLE,1 X 8,GALV,XH,SMLS,TBE,SCH-80"
181433,"VALVE,PLUG,1-1/4,720#WP,20,ROCKWELL,STL","VALVE,PLUG,1-1/4,720#WP,20,ROCKWELL,STL"
181434,"VALVE,PLUG,2,300A,SE,2024,ROCKWELL,CS,WR","VALVE,PLUG,2,300A,SE,2024,ROCKWELL,CS,WR"
181676,"VALVE,RELIEF,2IN,ANSI150,100,100-260PSIG","VALVE,RELIEF,2IN,ANSI150,100,100-260PSIG"
181710,"VALVE,BALL,PLA,6 INCH,FOR YELLOW PE PIPE","VALVE,BALL,PLA,6 INCH,FOR YELLOW PE PIPE"
182284,"VALVE,GATE,2,MUELLER OR MILWAUKEE,BRONZE","VALVE,GATE,2,MUELLER OR MILWAUKEE,BRONZE"
229051,"PIPE,PLA,1/2,CTS,YELLOW,PE2406CEC,SDR7,","PIPE,PLA,1/2,CTS,YELLOW,PE2406CEC,SDR7,"
229859,"VALVE,CHECK,20""ANSI 600#,WXW,JUDCO(USED)","VALVE,CHECK,20""ANSI 600#,WXW,JUDCO(USED)"
230644,"PIPE,PLA,2,IPS,SDR 11,YELLOW,500' ROLL","PIPE,PLA,2,IPS,SDR 11,YELLOW,500' ROLL"
242142,"NIPPLE,1-1/4 X 14,BLK,STD,BW,TBE,SCH-40","NIPPLE,1-1/4 X 14,BLK,STD,BW,TBE,SCH-40"
243903,"PIPE,STL,CASING,2,.154W,3.65#/FT","PIPE,STL,CASING,2,.154W,3.65#/FT"
243940,"VALVE,BALL,4,300A,WE,FP,4WBFP720-W,KEROT","VALVE,BALL,4,300A,WE,FP,4WBFP720-W,KEROT"
245600,"NIPPLE,3/4 X 6,BLK,XH,SMLS,TBE","NIPPLE,3/4 X 6,BLK,XH,SMLS,TBE"
246836,"valvE,BALL,PLA,1""CTS,FOR YELLOW PIPE","VALVE,BALL,PLA,1""CTS,FOR YELLOW PIPE"
248059,"VALVE,BALL,6,300A,WE,FP,6BMW740FP,BALLOM","VALVE,BALL,6,300A,WE,FP,6BMW740FP,BALLOM"
248081,"PIPE,CT,2 3/8"" OD .218"" WT API5LX42,ERW,","PIPE,CT,2 3/8"" OD .218"" WT API5LX42,ERW,"
249385,"VALVE,CK,P/N 1059700-8","VALVE,CK,P/N 1059700-8"
256183,"BOLT,STUD,1 X 8,BLK,ALLOY,W/2 HHN","BOLT,STUD,1 X 8,BLK,ALLOY,W/2 HHN"
258258,"ELL,WLD,12"",45DEG,LR,STD,GR-Y52,WT.375","ELL,WLD,12"",45DEG,LR,STD,GR-Y52,WT.375"
258444,"VALVE,DISCHARGE, 134CGS","VALVE,DISCHARGE, 134CGS"
259604,"VALVE,BALL,3/4""2000,NPT,SSTRIM,SE,WKM","VALVE,BALL,3/4""2000,NPT,SSTRIM,SE,WKM"
259618,"VALVE,BALL,2"",ANSI,150,RF,SS,TRIM,FP","VALVE,BALL,2"",ANSI,150,RF,SS,TRIM,FP"
259628,"VALVE,BALL,3/4""2000,NPT,SSTRIM,SE,","VALVE,BALL,3/4""2000,NPT,SSTRIM,SE,"
259808,"FLANGE,RF BLIND, 2"",ANSI 600, W. 3/4""NPT","FLANGE,RF BLIND, 2"",ANSI 600, W. 3/4""NPT"
259962,"PIPE,8 5/8"" OD .322"" WT API5L,BARE","PIPE,8 5/8"" OD .322"" WT API5L,BARE"
260562,"PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE","PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE"
260625,"VALVE,CHECK,2"",300A,2F-C33S-RF,BALON","VALVE,CHECK,2"",300A,2F-C33S-RF,BALON"
264122,"VALVE,BALL,2,150A,FE RF,FP,2F-F13N,BALON","VALVE,BALL,2,150A,FE RF,FP,2F-F13N,BALON"
265043,"BOLT,STUD,5/8 X 6 (5-3/4 FTF) BLK GR 8","BOLT,STUD,5/8 X 6 (5-3/4 FTF) BLK GR 8"
281306,"PIPE,STL,4,.188WT,HFW,X52M,FBE-PC","PIPE,STL,4,.188WT,HFW,X52M,FBE-PC"
281363,"PIPE,STL,X65,12,0.330WT,FBE","PIPE,STL,X65,12,0.330WT,FBE"
282584,"PIPE,NIPPLE,3/4X15,THD","PIPE,NIPPLE,3/4X15,THD"
282586,"PIPE,NIPPLE,3/4X17,THD","PIPE,NIPPLE,3/4X17,THD"
283751,"ELBOW,90D,STL,12,XH,LR,BW","ELBOW,90D,STL,12,XH,LR,BW"
283843,"PIPE,NIPPLE,6,45D SHAPED TO 8,WELD","PIPE,NIPPLE,6,45D SHAPED TO 8,WELD"
284294,"VALVE, CHECK, INLET ASSY F/7000 PUMP","VALVE, CHECK, INLET ASSY F/7000 PUMP"
3403601,"PIPE,PLA,8,IPS,ORANGE,PE2406CEC,SDR11.5,","PIPE,PLA,8,IPS,ORANGE,PE2406CEC,SDR11.5,"
3403659,"PIPE,PLA,1/2,CTS,ORANGE,2306CEC,SDR7,NI-","PIPE,PLA,1/2,CTS,ORANGE,2306CEC,SDR7,NI-"
165091,"PIPE,14"" OD .312"" WT API5LX42,ERW,PE","PIPE,14"" OD .312"" WT API5LX42,ERW,PE"
165148,"PIPE,CT,8 5/8"" OD .219"" WT API5LX42,ERW,","PIPE,CT,8 5/8"" OD .219"" WT API5LX42,ERW,"
165182,"PIPE,14"" OD .375"" WT API5LX42,ERW,PE","PIPE,14"" OD .375"" WT API5LX42,ERW,PE"
165216,"PIPE,CT,30"" OD .422"" WT API5LX60,DSAW,PE","PIPE,CT,30"" OD .422"" WT API5LX60,DSAW,PE"
165261,"NIPPLE,SWG,4"" X 2"",STD,SMLS,SCW(MXM)","NIPPLE,SWG,4"" X 2"",STD,SMLS,SCW(MXM)"
165393,"ELL,WLD,16"",90DEG,LR,.500WT,Y60","ELL,WLD,16"",90DEG,LR,.500WT,Y60"
165853,"FLANGE,16"" 900 RTJ WN 15.25 BORE SA105","FLANGE,16"" 900 RTJ WN 15.25 BORE SA105"
167018,"VALVE,4 1/4"",COMPLETE,COMP.","VALVE,4 1/4"",COMPLETE,COMP."
167248,"PIPE, OUTLET (TO HEAD) #600204J1","PIPE, OUTLET (TO HEAD) #600204J1"
177818,"PIPE,6 5/8"" OD .719""WT API5LX52,SMLS,PE","PIPE,6 5/8"" OD .719""WT API5LX52,SMLS,PE"
177840,"PIPE,16"" OD .375"" WT API5LX42,ERW,PEB","PIPE,16"" OD .375"" WT API5LX42,ERW,PEB"
177927,"PIPE,20"" OD .250"" WT API5LX60,DSAW,PE","PIPE,20"" OD .250"" WT API5LX60,DSAW,PE"
177952,"PIPE,24"" OD .312"" WT API5LX65,ERW,PE","PIPE,24"" OD .312"" WT API5LX65,ERW,PE"
177955,"PIPE,24"" OD .346"" WT API5LX65,ERW,PEB","PIPE,24"" OD .346"" WT API5LX65,ERW,PEB"
178322,"BOLT,STUD,1 1/4"" X 11,B7,W/2-2H HEX NUTS","BOLT,STUD,1 1/4"" X 11,B7,W/2-2H HEX NUTS"
179777,"ELL,90,RED,1-1/4 X 1,GALV,STD,MI,THRD","ELL,90,RED,1-1/4 X 1,GALV,STD,MI,THRD"
179787,"ELL,90,RED,4 X 2,GALV,STD,MI,THRD","ELL,90,RED,4 X 2,GALV,STD,MI,THRD"
179792,"ELL,90,1,FS 3000#,THRD","ELL,90,1,FS 3000#,THRD"
180295,"ELL,90,WELD,2,STD,LR","ELL,90,WELD,2,STD,LR"
180312,"ELL,90,WELD,RED,2 X 1,BLK,STD,LR,BW","ELL,90,WELD,RED,2 X 1,BLK,STD,LR,BW"
180512,"FLANGE,WN,2,RF,300A,CS,STD BORE","FLANGE,WN,2,RF,300A,CS,STD BORE"
